order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,profit,returns,payment_mode
CA-2019-158806,07/01/2019,11/01/2019,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",4355.17,13,1415.43,#N/A,COD
CA-2019-158806,07/01/2019,11/01/2019,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,4330.55,13,1379.977,#N/A,Cards
US-2019-100461,08/01/2019,12/01/2019,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",4200.05,13,1351.99,#N/A,Online
US-2019-100461,08/01/2019,12/01/2019,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,4158.91,13,1264.756,#N/A,Cards
US-2019-137295,08/01/2019,13/01/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",3999.95,13,1159.986,#N/A,Cards
US-2019-137295,08/01/2019,13/01/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,3930.07,13,1119.997,#N/A,COD
US-2019-137295,08/01/2019,13/01/2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,3504.9,13,1049.985,#N/A,COD
CA-2019-108882,09/01/2019,15/01/2019,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,3445.96,13,1007.983,#N/A,COD
CA-2019-108882,09/01/2019,15/01/2019,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,3436.5,13,944.987,#N/A,Cards
CA-2019-126543,09/01/2019,13/01/2019,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3409.95,13,944.987,#N/A,Cards
CA-2019-116547,10/01/2019,17/01/2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,3406.66,13,942.816,#N/A,Cards
CA-2019-116547,10/01/2019,17/01/2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,3357.6,13,899.982,#N/A,COD
CA-2019-163937,10/01/2019,13/01/2019,Second Class,JB-16000,Joy Bell-,Consumer,United States,Longview,Washington,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",3347.37,12,884.058,#N/A,Cards
CA-2019-126529,11/01/2019,13/01/2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,3269.98,12,843.171,#N/A,Online
CA-2019-126529,11/01/2019,13/01/2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,3096.98,12,843.171,#N/A,Cards
CA-2019-126529,11/01/2019,13/01/2019,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,3040,12,839.986,#N/A,Online
CA-2019-141887,11/01/2019,15/01/2019,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,3026.95,12,829.375,#N/A,Online
CA-2019-133368,14/01/2019,20/01/2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,3023.93,12,793.716,#N/A,Cards
CA-2019-133368,14/01/2019,20/01/2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,3013.95,12,767.201,#N/A,Online
CA-2019-152072,15/01/2019,19/01/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,3009.98,12,764.382,#N/A,Cards
CA-2019-152072,15/01/2019,19/01/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,2975.51,12,757.411,#N/A,COD
CA-2019-152072,15/01/2019,19/01/2019,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,2967.93,12,757.411,#N/A,Cards
CA-2019-140746,15/01/2019,15/01/2019,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",2903.13,12,751.962,#N/A,COD
CA-2019-137848,15/01/2019,21/01/2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",2892.74,12,751.76,#N/A,Online
CA-2019-137848,15/01/2019,21/01/2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,2887.06,12,743.988,#N/A,COD
CA-2019-137848,15/01/2019,21/01/2019,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",2831.53,12,742.632,#N/A,Cards
CA-2019-166912,15/01/2019,17/01/2019,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,2821.92,11,700.98,#N/A,Online
CA-2019-121755,16/01/2019,20/01/2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2799.96,11,694.502,#N/A,Cards
CA-2019-121755,16/01/2019,20/01/2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,2799.96,11,682.517,#N/A,COD
CA-2019-116736,17/01/2019,21/01/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",2704.97,11,679.996,#N/A,COD
CA-2019-116736,17/01/2019,21/01/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2694.62,11,659.98,#N/A,Online
CA-2019-116736,17/01/2019,21/01/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,2678.94,11,659.98,#N/A,Online
CA-2019-106558,17/01/2019,21/01/2019,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,2602.56,11,654.755,#N/A,Online
US-2019-167339,21/01/2019,23/01/2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,2579.99,11,653.301,#N/A,COD
US-2019-167339,21/01/2019,23/01/2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,2547.29,11,647.892,#N/A,COD
CA-2019-111010,22/01/2019,28/01/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,2443.2,11,636,#N/A,COD
US-2019-135923,22/01/2019,28/01/2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,2441.96,11,635.495,#N/A,COD
US-2019-135923,22/01/2019,28/01/2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",2430.08,11,629.991,#N/A,COD
US-2019-135923,22/01/2019,28/01/2019,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,2425.2,11,629.01,#N/A,COD
CA-2019-138079,22/01/2019,28/01/2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",2422.7,11,626.185,#N/A,Online
CA-2019-146318,22/01/2019,27/01/2019,Standard Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,2412.96,11,621.974,#N/A,Online
CA-2019-125850,22/01/2019,28/01/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,2399.98,11,609.716,#N/A,Online
CA-2019-125850,22/01/2019,28/01/2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,2399.2,10,601.97,#N/A,Online
CA-2019-148208,22/01/2019,27/01/2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,2396.4,10,592.79,#N/A,Online
CA-2019-148208,22/01/2019,27/01/2019,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2396.27,10,585.552,#N/A,Cards
US-2019-155180,22/01/2019,29/01/2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,2385.49,10,582.232,#N/A,Online
CA-2019-113656,23/01/2019,29/01/2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",2335.12,10,569.991,#N/A,Online
US-2019-165505,23/01/2019,27/01/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,2298.55,10,545.188,#N/A,COD
US-2019-165505,23/01/2019,27/01/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,2295.91,10,544.418,#N/A,COD
US-2019-165505,23/01/2019,27/01/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,2284.41,10,539.246,#N/A,Online
CA-2019-109407,24/01/2019,26/01/2019,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,2279.96,10,527.984,#N/A,COD
CA-2019-153346,25/01/2019,27/01/2019,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",2275.5,10,523.705,#N/A,COD
CA-2019-153346,25/01/2019,27/01/2019,First Class,TB-21355,Todd Boyes,Corporate,United States,Plainfield,New Jersey,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",2261.94,10,517.479,#N/A,Cards
CA-2019-168046,25/01/2019,28/01/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2212.97,10,511.368,#N/A,Online
CA-2019-168046,25/01/2019,28/01/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,2185.9,10,510.636,#N/A,COD
CA-2019-168046,25/01/2019,28/01/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,2178.04,10,503.64,#N/A,Online
CA-2019-168046,25/01/2019,28/01/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",2154.98,10,494.973,#N/A,Online
CA-2019-146437,28/01/2019,01/02/2019,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,2112.42,10,481.869,#N/A,COD
CA-2019-164483,30/01/2019,03/02/2019,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2109.3,10,473.611,#N/A,COD
CA-2019-153661,30/01/2019,31/01/2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",2101.27,10,467.992,#N/A,Online
CA-2019-153661,30/01/2019,31/01/2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,2087.56,10,459.988,#N/A,Online
CA-2019-153661,30/01/2019,31/01/2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,2077.86,10,459.396,#N/A,Online
US-2019-166660,30/01/2019,01/02/2019,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,2057.27,10,449.991,#N/A,COD
US-2019-166660,30/01/2019,01/02/2019,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,2049.1,10,449.985,#N/A,Online
CA-2019-114944,30/01/2019,04/02/2019,Standard Class,HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,2029.62,10,440.765,#N/A,COD
CA-2019-168032,30/01/2019,03/02/2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,2015.17,10,434.991,#N/A,Online
CA-2019-168032,30/01/2019,03/02/2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1981.96,10,429.577,#N/A,Cards
CA-2019-168032,30/01/2019,03/02/2019,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1979.93,10,427.437,#N/A,Online
CA-2019-129238,31/01/2019,04/02/2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,1979.7,10,423.009,#N/A,Cards
CA-2019-129238,31/01/2019,04/02/2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,1976.78,10,421.082,#N/A,COD
CA-2019-147970,31/01/2019,02/02/2019,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,1958.12,10,412.539,#N/A,Cards
CA-2019-158043,31/01/2019,04/02/2019,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,1956.88,9,412.468,#N/A,Cards
CA-2019-159891,31/01/2019,06/02/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1942.16,9,411.737,#N/A,Online
CA-2019-159891,31/01/2019,06/02/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",1931.98,9,407.129,#N/A,Cards
US-2019-140809,01/02/2019,03/02/2019,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,1927.59,9,406.715,#N/A,COD
CA-2019-154067,01/02/2019,07/02/2019,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,1924.26,9,390.977,#N/A,Online
CA-2019-147431,02/02/2019,07/02/2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",1912.95,9,388.813,#N/A,COD
CA-2019-158841,02/02/2019,04/02/2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",1906.96,9,387.568,#N/A,COD
CA-2019-158841,02/02/2019,04/02/2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,1901.99,9,386.835,#N/A,COD
CA-2019-158841,02/02/2019,04/02/2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,1839.88,9,385.375,#N/A,Online
CA-2019-144645,02/02/2019,08/02/2019,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1833.98,9,381.297,#N/A,COD
CA-2019-118514,03/02/2019,10/02/2019,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1829.63,9,381.238,#N/A,COD
CA-2019-117912,04/02/2019,08/02/2019,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,1810.9,9,378.274,#N/A,COD
CA-2019-150077,04/02/2019,10/02/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,1805.68,9,378.167,#N/A,COD
CA-2019-101189,04/02/2019,09/02/2019,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,1793.98,9,377.73,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",1754.89,9,375.735,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,1747.25,9,375.43,#N/A,Online
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,1735.12,9,374.993,#N/A,Online
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",1729.8,9,374.629,#N/A,Online
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",1716.18,9,374.379,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,1687.95,9,373.779,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,1685.88,9,371.316,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1684.75,9,366.635,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",1677.19,9,364.46,#N/A,Online
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",1666.7,9,363.905,#N/A,COD
US-2019-108504,05/02/2019,05/02/2019,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,1652.94,9,362.835,#N/A,COD
